@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
BOLLOCKS MORE SET UP BULLSHIT,positive
WILLIAM CAVENDISH INITIATED DRESSAGE AT HIS HOUSE IN BOLSOVER IN 17TH C VERY CLOSE TO OUR TANNERY IN CHESTERFIELD.,positive
,neutral
HES GOT MORE MONEY THAN 100 MILLIONAIRES  AND HE STILL WANTS MORE.,positive
SO GOOD SEEING SUCH A DIVERSE PANEL TOO TALKING SHOP ON STARTUPS AND EARLY STAGE FUNDING,positive
THE UNITED NATIONS IS TO INVESTIGATE THE UKS RECORD ON POVERTY AND HUMAN RIGHTS FOLLOWING CUTS BY SUCCESSIVE COALI,neutral
THIS IS LIKE AN AWFUL FRIENDLY. WEVE LOST MOMENTUM FROM PANAMA GAME. NO EASY GAMES IN WORLD CUP KNOCKOUT,negative
NOTHING MORE THAN AN ESCAPEGOAT FOR JENKINS TO HIDE BEHIND.,positive
ISNT THE PLAN TO LOSE....,neutral
WELL ITS THE BELGUIM PLAN TO LOSE.,neutral
THINK THE FANS WILL  BACK DM MORE SO...IF JENKINS SHAFTS DM AND THE FANS OVER AS APPEARS TO BE THE CASE.,positive
MANY FANS ARE JUST DUMB,positive
WELL FIFA ARE THE EXPERTS IN THAT FIELD.,neutral
NOT REALLY...HISTORY WILL ONLY REMEMBER THE WINNER OF THE 2018 WORLD CUP.,neutral
IF HE WANTED TO....,neutral
NO ATTEMPT TO SCORE THERE,neutral
AMAZING TURN OUT AGAIN FOR   MEL IS AWESOME AMP CHILDREN  IT. WHY DONT THE,positive
INTRIGUING IF IT WILL ARRIVE AT MY DOORSTEP  GREAT TO SEE YOU TODAY,positive
I MIGHT TREAT MYSELF LATER WHEN I GET HOME THIS EVENING,neutral
THE VIEW FROM MY SUN LOUNGER IS NOT TOO BAD THIS EVENING.....    LOCH TAY,negative
D VINTAGE ROSE  BEAUTIFUL,positive
ENGLAND 2  BELGIUM 2,neutral
WILL NEVER GOT BORED OF THE YUMMY DIFFERENT FLAVOURS YUM YUM,negative
THESE ARE THE ONLY  MOVIES IVE SEEN  MARRIED TO THE MOB,positive
WERE YOU WATCHING THE,neutral
MINE IS LP  CB  BUT SORRY GUYS  CANT DONATE ANY BLOOD,negative
THATS A GORGEOUS PHOTO  AMP,positive
CANT BELIEVE IT WHO THE HELL HAD THE FUCKING CHEEK TO SAY THAT WE WANT OUR  TO,negative
WOW WELL DONE IWONA,positive
QUESTION ANSWERED,neutral
HERES YOUR ANSWER,neutral
I  THE SMELL OF SUN CREAM,neutral
THE SMELL OF SUN CREAM IS MY FAVOURITE,neutral
THE WONDERBRA ONES ARE AMAZING GOT MINE IN DEBENHAMS WIMBLEDON XX,positive
HOW IS THIS ALLOWED,neutral
TALKED TO THIS CUTE BRITISH GIRL AND SHE MADE FUN OF MY ACCENT WHILE WAITING TO SEE ANGELINA JOLIE AND NOW I WILL NEVER SEE HER AGAIN,positive
COME ON ENGLAND ITS HILARIOUS SO FAR.   TELEVISION CENTRE LONDON,positive
WE NEED A SERIOUS TALK HUNNY,negative
BIRMINGHAM PODIATRY SCHOOL DISSERTATION DAY. ALL 3 YEARS TOGETHER. TRADE STANDS AND CAREER OPPORTUNITIES,neutral
LOOOOL WAIT SOMEONES SLIDER FELL ON THE TRACKS WHEN SHE STEPPED ON THE TRAIN. WHEN THEY SAY MIND THE GAP THEY REALLY MEAN IT,negative
DEAD,negative
LOOOOOOL HAAAA,neutral
SHES GOING HOME WITH 1 SLIDE ON AH,neutral
GET AN IPHONE KWASIA,neutral
MY MANAGER IS GOING TO THE DOMINICAN REPUBLIC IM SO JEALOUS RN,neutral
I WANT TO GO ON SPONTANEOUS TRIPS TOO YOU KNOW,positive
ITS BETTER,positive
THANKS DAD,positive
WE HAVE A REALM ROYALE DISCORD IF YOURE INTERESTED,positive
STREAM STARTING SOON COME ON BY AND KEEP ME COMPANY,neutral
WERE SO CLOSE TO HITTING AFFILIATE,neutral
THANKS EVERYONE FOR THE AMAZING STREAM TOMORROW WELL HIT AFFILIATE SPECIAL THANKS TO  AND  FOR THE ALPHA PACKS,positive
HOW COME WOMEN CRICKETERS CAN WEAR APPLE WATCHES WHILST BOWLINGFIELDING BUT MALE CRICKETERS ARE NOT ALLOWED,neutral
REMEMBER WHEN THOSE KIDS WERE BRUTALLY TORTURED MURDERED AND THEIR PARENTS UNABLE BURY THEM BECAUSE THEIR REMAINS,negative
STAY CLASSY ELLIOTT,positive
ALRIGHT GREGG,neutral
PEACE AND QUIET  DARWIN FOREST,neutral
KANE WOULDNT OF MISSED THAT.,neutral
,neutral
MAKE THE FKRS PICK LITTER AN WASH THE AMBULANCES FOR A YEAR.,neutral
IF  MISSED THAT HANGMAN AWAITS,neutral
DEFEAT ALWAYS LEAVES A BITTER TASTE REGARDLESS OF THE ROUTE BUT AM SURE ILL GET OVER IT TOMORROW,negative
BELGIAN BEER,neutral
LOVE THIS,positive
SHAME THEIR IS NO BIG SCREEN IN TOWN CENTRE ANYMORE DAY LIKE THIS WOULD PACK IT OUT,neutral
LIKING THOSE BODY PUNCHES,neutral
SETTLING WELL I SEE,neutral
NEVER MAKE A SUB AT A CORNER,neutral
FUCK THE FA.,negative
WIN TONIGHT AND WE PLAY JAPAN. FUCK THE QUARTERS SEMIS OR FINAL ONE GAME AT A TIME COME ON BOYS,neutral
HERE WE FUCKING GO,negative
SEASON HASNT EVEN STARTED AND WE ARE GETTING GAMES MOVED,neutral
8 CHANGES AND NO KANE FUCK OFF.,negative
GOING TO BE GUTTED IF KANE IS DROPPED,neutral
FUCK PHIL JONES,negative
IF WE LOSE TO COLUMBIA SOUTHGATE IS JUST ANOTHER HODGSON.,neutral
THE GRAND VIZIER OF GAMMON AND THE HAMMER OF THE POOR VOMITS FORTH....DETESTABLE CUNT.,positive
HAHA COMEDY GOLD... KING OF TWITTER AND ALL ROUND EVIL GENIUS HAS TRIGGERED THE GAMMONS BY DISSASOCIATING HIMSELF F,negative
HAHA COMEDY GOLD... KING OF TWITTER AND ALL ROUND EVIL GENIUS HAS TRIGGERED THE GAMMONS BY DISSASOCIATING HIMSELF F,negative
HATE TO SEE HOW RED RAW HIS ARSE IS AFTER A FEW WEEKS ON D WING...,negative
EVERYONE KNOWS BLONDES DO IT BETTER,positive
ANDY IF YOU DONT EXPECT US TO BEAT COLUMBIA,neutral
THE FOOTBALL MAY BE FULL BUT THE ELEPHANT NEVER IS.  SIX YARD BOX,positive
IT IS GOING TO BE RUGBYS GREATEST PARTY  HAS IT SPOT ON IN THIS PIECE.,positive
UBER ARE SURGING BIG 69 PM CHINESE WILL BE LOOKING FOR BLACK CABS AND I WONT BE STOPPING..,negative
HAPPY BIRTHDAY X HAVE A GOOD DAY X,positive
GOT TO BE WORTHWHILE WINNING GROUP NOW,positive
CONGRATS. STEVE SLEEPLESS NIGHTS START NOW,neutral
SIMPLEY STUNNING NOTHING MORE TO BE SAID.,positive
SET FIRE TO THE RAIN  VIA,neutral
FELT LEFT OUT SO POSTED MINE AFTER JUST GETTING HOME AFTER WORK FEW BEERS IN SUN BEFORE MA,negative
SAFE TO SAY WE DONT GIVE A SHIRT ABOUT WINNING THIS GAME. NO CREATION WHATSOEVER. DELPH IS DOGSHIT. AND DIER IS NO,positive
THEY SHOULD BE EMBARRASSED. COLOMBIAS GONNA SEND US HOME IN THE NEXT ROUND.,negative
BBC NEWS REPORTER.  THE HILLS OF ARGYLE ACROSS THE FORTH.  DAFT TWAT.,neutral
WHERE DO YOU THINK IT ALL WENT WRONG FOR GERMANY DID THEY BRING THE RIGHT PLAYERS IS IT THE RIGHT COACH,positive
GOOD LUCK LAD AND THANKS FOR ALL YOUR EFFORT,positive
WATCHING THE FOOTBALL AT HOMEDONT PAY THE PENALTY MAKE SURE YOU HAVE PLENTY OF OUR ALES TO SEE YOU THROUGH,positive
X X40 FILM STILLS  OPENS TOMORROW 29.6.18  SCANTHEWORLD,neutral
SHE SAID TO IMPOSSIBLE FOR HER TO FETISHISE ASIAN PEOPLE BECAUSE SHES ASEXUAL. SHES THE BIGGEST WEEABOO IVE EVER SEEN IN MY LIFE,negative
THE WOMENS STAFF BATHROOM AT MY WORK SLIGHTLY RESEMBLES THE BATHROOM FROM THE FIRST SAW MOVIE,positive
THANK YOU SO MUCH TO EVERYBODY WHO DONATED SANITARY PRODUCTS AT THEATRE UNCUT LAST NIGHT YOU CAN CONTINUE TO DROP,negative
YOU DRINKING TONIGHT,neutral
THIS YELLOW CARD RULE IS ONE OF THE MOST STUPID THINGS IVE EVER HEARD.,negative
I NEED SOMEONE TO COME HOLIDAY SHOPPING WITH ME. SOMEONE WHO KNOWS FASHION.,neutral
WHATS IT ABOUT,neutral
AS FRIENDS IS A TRAP. YOULL KNOW WHEN YOU HEAR YOU NEVER TAKE ME SERIOUSLY OR EVERYTHINGS A JOKE TO YOU.,negative
NO ANGLE. I NEED HELPS.,neutral
ITS A CRAP ANGLE AND THATS WHY ITS NOT AN ANGLE LMAO.,negative
YOU HAVE MAIL. TBF HE WOULDNT CARE. HES A FREE SPIRIT.,positive
AFRICA DUN OUT ERE.,neutral
THE DECISION MAKING FINAL BALL AND FINISHING HAS LET DOWN SO MANY OF THE AFRICAN TEAMS. MANY OTHER ASPECTS OF OU,positive
VERY FAIR POINT,positive
I SAID FREE SPIRIT ESTHER.,positive
GOT THE WRONG GUY MATE.,negative
ABSOLUTELY.,positive
HE DID.,neutral
YO. YO. PLEASE PLEASE COME TORONTO.,neutral
DEMBELE GAVE RUBEN THAT 150KG BENCH PRESS.,neutral
IF OVO SOUND RADIO WONT GIVE US ONE WE RUN OUR OWN.,positive
MOUSSA DEMBELE IS THE PRESS RESISTANT KING.,neutral
ARE YOU REALLY GOING TO IGNORE THE FACT DRAKE DIDNT REPLY TO PUSHA ME,positive
NO ONE CALL ME TONIGHT. NO ONE TEXT ME TONIGHT. STRICTLY A SIDE AMP B SIDE. SCORPION HOURS,neutral
INCITING COLOURISM WITHIN THE BLACK COMMUNITY.,negative
LOOOOL LINK UP TV BLOCKED ME,neutral
OH YH. FUCK ALL OF YOU. CUNTS.,negative
BLOODY HELL.,negative
GREAT PICS,positive
THATS MY BOY JANUZAJ,neutral
SHUT UP,neutral
YES. HE. IS.,neutral
SCORED AT THE WORLD CUP AGAINST ENGLAND.,neutral
LIGHT.,positive
YALL ARE CUTE. SHES JUST STARTED WATCHING LUKE.,positive
SHE STARTED SEASON 1 THE OTHER DAY LOL. LOVES OFF DROGOS WIFE.,positive
LOOK AT LUKAKU RUNNING OVER TO CELEBRATE WITH MY BOY JANUZAJ. LUKAKU SEEMS LIKE A PROPER DECENT LAD.,positive
OH YOU WAS GONNA DO THAT ANYWAY COS THATS HOW YOU ARE.,neutral
HIVE WE LIVE,positive
WHY. IS. ALEX. STILL. THERE,neutral
THESE MAN ARE DOING WIDIFWIWIFWI EXPLAINING TO ADAM.,neutral
LOOOOL GEORGIA REJECTED JORDAN AND JOSH IS SLIDING IN WITH KAZ. TOXIC MASCULINITY 1 LOYALTY FC 0.,neutral
AHHHHHH I LOVE THIS GAME.,positive
KAZ. IS. STUNNING.,positive
JOSH BETTER LIPS KAZ NOW CUZ.,positive
ANYONE THAT TRIES TO UPLOAD THIS DRAKE LINK UP TV WILL PROBABLY GET THEIR ACCOUNT LOCKED OFF,negative
TWAT. PROPER EAST END BOY. LOVE IT.,positive
GOING WITH THE FLOW UNTIL YOU MEET THE LOVE OF YOUR LIFE GTGTGTGTGT,positive
ERM HAVE WE GOT A BUY BACK WRITTEN UP FOR YOUNG ADNAN ASKING FOR A FRIEND,positive
BLOODY HELL HAVE YOU GOT THE COLOUR ON 100 ON YOUR TV,negative
JUST SAYING THIS SORT OF THING HAS BEEN COMMON IN PREVIOUS WORLD CUPS. IN SOME CASES THEY DIDNT TRY AND HIDE IT,negative
FOLLOW  WITH  THE DREAM TEAM.,neutral
ABSOLUTELY,positive
GREAT ITEM WITH JOE MERCER ON BRIGADIER GERARD  ANYMORE YOU CAN SHOW,positive
YOU PEOPLE THAT ARE MORE OF CALLING TYPE AND NOT TEXTING TYPE HOW TEACH ME. COS IT DEPENDS WHO CALLS FOR ME TO ANSWER THE PHONE,positive
QUEEN OF MAKING RIDICULOUS DECISIONS WHEN IVE HAD A DRINK RIGHT HERE,negative
GROUP H IS SO DAMN TIGHT,negative
WHEN NOTHING IS REALLY AT STAKE   MATCH,positive
WHAT ARE THE STAGE TIMES TONIGHT PLEEEEEEEZ,neutral
ACTUALLY VERY GOOD ADVICE IMHO,positive
AAGGHHH,neutral
I THINK YOURE BANG ON THERE MS PATEL.,neutral
FAIR ENOUGH GARY,positive
NO IT DOESNT MICHAEL.,neutral
HES INTO TRUMPS SLOPPY SECONDS.,negative
WHAT UTTER UTTER TWADDLE. I CANT EXPRESS MY CONTEMPT FOR YOU AND YOUR GOVERNMENT. THE DAMAGE YOU AR,neutral
FUCKING UNELECTED EU DICTATORS WE NEED TO TAKE BACK CONTROL. ITS NOT VERY PRETTY.,negative
STANDING PROUD FOR BRITAIN  YEAH OF COURSE YOU ARE WITH YO,positive
TERRORIST ATTACK COVERED UP BY THE POLICE SO THE POLICE ARE IN LEA,neutral
WHY NOT CALL IT WHAT IT IS AN OPEN VIBRANT MO,positive
ID NEVER DRESS AS RON JEREMY.,neutral
FOR BRITAIN SWINDON BRANCH CHAIRMAN THINKS THAT YOULL GET STABBED IF YOU VISIT LONDON. IM NOT SURE HE KNOWS W,negative
UNDER ISLAM  DO YOU THINK THERE ARE SHARIA NO,neutral
NO NOT MUSLIM. DRUNK BY ACCOUNTS IVE READ THOUGH IVE NOT SEEN ANYTHING AUTHORITATIVE. NOT A CON,negative
HAVE YOU  I MEAN HAVE YOU BEEN STABBED OR ATTACKED  I THINK YOU SEE THE DEMONS UNDER THE BED.,negative
FUCK THAT. ILL GO TO PRISON TO DEFEND MY ACCESS TO MY DUVET. HANDS OFF YOU BREXITEERS.,negative
I HAVE MY NEW SPECS ON.,positive
PLEASE SHOW ME THE EVIDENCE FOR YOUR CLAIM.,neutral
THATS NOT LONDON. PLEASE PROVIDE EVIDENCE TO SUBSTANTIATE YOUR CLAIM.,neutral
SYDNEY THE SQUIRELL IS OUR SECRET MUNCHER LMAO CAUGHT RED HANDED   HOME SWEET HOME,positive
SUPER PROUD OF THE  U12S DURING THE  6S TOURNAMENT TODAY THE CHARACTER THE BOYS SHOWE,positive
OYEZ OYEZ OYEZ  NOTABLE AMP AWARD WINNING TOWN CRIER TONY APPLETON WILL BE IN THE TOWN CENTRE  WED 4,positive
IMAGINE BEING SUCH AN INSUFFERABLY MUGGY PRICK AS PIES MORGAN.  HOW DO YOU TOLERATE HIS WANKINESS,negative
I KNOW.,neutral
EVENTS IN KNIGSBERG  KANT RECEIVED THIS EXTRAORDINARY LETTER FROM THE KING OF PRUSSIA ABOUT MISUSING HIS PHILOSOP,positive
YES PLEASE,neutral
SAYING NOTHING,neutral
DEPENDS ON WHOSE GOT THE BIGGEST,neutral
NOT A FOOTBALL FAN THEN. ARE YOU BELGIAN BY ANY CHANCE,neutral
THAT EXPLAINS A LOT,neutral
ONLY JOKING DONT UPSET YOURSELF.,neutral
GOOD THEN WE CAN BE FRIENDS.,positive
THOUGHTS AND PRAYERS DONT STOP BULLETS DONALD.,neutral
WHY WOULD TALKING TO YOUR IMAGINARY FRIEND HELP,neutral
STERLING OBVIOUSLY PUT RASHFORD OF.,neutral
SHOULD BE READ BY ALL MEDIA COMMENTATORS ON ECONOMIC AFFAIRS.,positive
THE BLACK ONE IS BRILLIANT.,positive
GOOD LUCK  HAVE A GREAT SEASON.,positive
AFTER CAPTAIN FOR  BS V  HARRY BOWERS NOW BOWLING FOR  1ST XI AGAINST THE OLD BO,positive
WELL AT LEAST WE KNOW WE CANT PLAY THAT LOT  ITS KNOCK OUT FOOTBALL NOW,negative
IS IT WRONG THAT WHEN A JEWISH GIRL TRIED CHATTING ME UP THE FACT SHE WAS A JEW PUT ME OFF I DONT EVEN KNOW WHY,negative
JAMIE VARDY AINT FUCKING ABOUT TONIGHT,negative
LET IT STAY AS IT IS.. DONT BRING KANE ON,neutral
KANE LITERALLY WILL SCORE A HATRICK TO WIN THE GOLDEN BOOT AND NOT GIVE A FUCK ABOUT OUR UPCOMING FIXTURES,positive
WERE GONNA FUCK OURSELVES AND SCORE LAST MINUTE,negative
AND HES OFF AGAIN  TRYING LOTS OF OPTIONS TODAY,neutral
SHOWS THE QUALITY WHEN THE BIRD MAN IS THERE FOR A TEST ALSO,neutral
HE JUST DOESNT STOP,neutral
BATSHUAYI NEEDS TO BE ON THE PLANE HOME AFTER THAT CLIP,neutral
LOOKS EASY ENOUGH,positive
DO THESE PUNDITS KNOW YOU DONT WIN ANYTHING FOR GETTING TO THE SEMI FINAL IN THE EASY SIDE WHY NOT TALK ABOUT AC,positive
NO WORLD CUP FOOTBALL TOMORROW,neutral
GARY NEVILLE IS SO ARROGANT WITH HIS FOOTBALL KNOWLEDGE SAID SHAQIRI WOULDNT BE IN HIS TEAM SCORES WINNER AGAIN,neutral
HAD A CONSTRUCTIVE MEETING TODAY WITH THE CURRENT LEADERSHIP TEAM  TO HELP EXPLORE  OPTIONS THAT WI,neutral
YOU MUST HAVE BEEN WATCHING A DIFFERENT MATCH JEREMY,neutral
NICE ONE,positive
THANKS VERY MUCH A GREAT PLACE FOR SOME NIGHT PHOTOGRAPHY,positive
JUST THOUGHT ID SHARE THIS TO SEE IF ANYONE OUT THERE CAN HELP,neutral
THOUGHT ID SHARE THIS TO SEE IF THERES ANYONE WHO CAN HELP,neutral
VERY MUCH LOOKING FORWARD TO  V  EXCLUSIVELY LIVE ON  TONIGHT. IF FOR SOME BIZARRE REASON YO,positive
VERY MUCH LOOKING FORWARD TO   V  EXCLUSIVELY LIVE ON  TONIGHT. IF FOR SOME BIZARRE REASON,positive
I WONDER HOW BAD THE REST OF THE EV TEAM ARE WHEN HES PULLING SAVES OFF LIKE THAT IF IM HONEST.,negative
ITS COMING ........ AHHHH FUCK IT,negative
WELL DONE GUYS,neutral
A PLEASURE.,neutral
ALL HAIL,neutral
I FEEL STAR WARS FANS PAIN BUT THE  MOVEMENT IS PAINFULLY REMINISCENT OF DWBERA DOCTOR WHO NUTJOBS,neutral
NO SELF RESPECTING PROFESSIONAL FOOTBALLER SHOULD BE GOING OUT TO LOSE A GAME. YOU TRY TO BEAT EVERYONE WHOS IN FRONT OF YOU,negative
SWEDEN ISNT AN EASY GAME  RECORD AGAINST THEM IS W8 D9 L7,positive
GET ALEXANDER ARNOLD OFF TAKING SET PIECES FOR GAWD SAKE,neutral
THOSE WANTING TO FINISH 2ND......BE CAREFUL WHAT YOU WISH FOR COLUMBIA ARE NO MUGS. ESPECIALLY GOING FORWARD AGAINST OUR DEFENCE,negative
MAYBE MATE. TOUGHER THAN EVERYONE IS MAKING OUT TO GET THAT FAR,positive
MY FAVOURITE CHIPPY ISNT ON JUSTEAT OR HUNGRYHOUSE. I CANT BE LAZY,negative
THAT ONE BAD SONG THAT MARS AN OTHERWISE PERFECT ALBUM ILL START  SMACKWATER JACK ON TAPESTRY.,negative
BEAUTIFUL,positive
IF I WERE A MANAGER ID WANT AN EASY ROUTE TO THE SEMIFINAL. AVOID BRAZIL. THEN ITS A ROLL OF THE DICE AND YOUR,positive
NEIL MCEVOY SERIOUSLY NEEDS TO GET A GRIP AND MAN UP ENGLAND IS A FRIENDLY NEIGHBOURING COUNTRY  ON AN ISLAND WE,positive
NEIL STORM IN A TEA CUP AND YOURE STIRRING,neutral
ITS CALLED TAGGING SIMON. TO DRAW OTHER PEOPLE INTO THE CONVERSATION OR HIGHLIGHT IT. ITS THE 21ST C,negative
YOU WERE RIGHT. EARLY RETURN FOR VYDRA PERHAPS,positive
THE SIGN OF THINGS TO COME WITH FRANK IN CHARGE,neutral
GET USED TO GAMES BEING ALTERED. ESPECIALLY NOW WE HAVE FRANK IN CHARGE,neutral
I THINK ITS MORE LIKE WE NEED HIM OUT THE DOOR FIRST TO FREE UP SOME . WE PAID 8M AND I BET HES ONE,positive
HE ABSOLUTELY HAS TO SCORE,positive
I DID NOT RECEIVE ONE RESPONSE TO MY TWEETS TO YOU THIS MORNING AND THE DEBACLE THAT WAS THE 8.00 S,neutral
REALLY PROUD OF THIS BUSINESS GMS ON ILFORD LANE IN MY CONSTITUENCY.  I VISITED YESTERDAY MORNING TO SHOW MY SUPPOR,positive
IF PEOPLE CANT SEE THE GUY IS A HUGE SUCCESS THEN THEYRE WRONG. RECORD SCORER FOR MAN,positive
THAT KIT LOOKS PROPERLY NICE ARE IT NAILS THE RETRO LOOK.,positive
COME ON EASYJET I DONT NEED EXCUSES I NEED YOU TO GET ME TO JERSEY BEFORE THE KICK OFF,neutral
MIGHT BE A FEW DELAYS ON  THIS EVENING  AIRPORT LINE  GOOD LUCK IF YOURE STUCK ON A TRAM IN THIS HE,positive
BRANDS GETTING ALL THE BIG EARNERS OFF THE WAGE BILL BEFORE SIGNING ANYONE  CLEVER  COULD END UP DOING A PORTSMOU,positive
I HAVE NO IDEA WHO WE ARE GOING FOR WHICH IS GOOD I SUPPOSE  THE MEDIA KNEW EVERY TARGET LAST YEAR,positive
BEING MISERABLE AND WATCHING IT IN MINE ON MY OWN  I WANT TO ACTUALLY WATCH A GAME FOR ONCE  NOT JUST,negative
PICKFORD POOR FOR THAT GOAL THEN,negative
YEP  IM INTERESTED TO SEE WHO IT WILL BE  NO MEDIA HAVE ANY RUMOURS THIS SUMMER IT SEEMS FROM US WHICH IS GOOD,positive
REALLY PROMISING FULL BACK. PLAYS FOR LIVERPOOL.,positive
BETTER WAY OF DECIDING GROUP MATCHES INSTEAD OF YELLOW CARDS. BOTH TEAMS NOMINATE A PLAYER WHO HAS TO WANK ON A MCV,positive
MY MRS SAW WOLF ALICE SUPPORT THE FOO FIGHTERS LAST WEEK. SAID THEY WERE DOG SHITE  LIAM WILL,neutral
THE PODCAST HE DOES IS FAB.,neutral
WELL. I KNOW. I AGREE. LOAD OF SHOUTING TO ME . BUT SHE LIKES THEM.,neutral
I DONT LIKE FUCKING COLOMBIANS OKAY,negative
TONIGHT ON MURDER SHE WROTE  CAPTAIN JANEWAY  SADLY LESS FEATURED THAN THE TIME SHE WAS INVOLVED IN THE DIAMO,negative
TONIGHT ON MURDER SHE WROTE  CAPTAIN JANEWAY  SADLY LESS FEATURED THAN THE TIME SHE WAS INVOLVED IN THE DIAMO,negative
THIS SENEGAL GOALKEEPER IS TERRIBLE GOING TO COST THEM THIS GAME,negative
THATS AWFUL REFEREEING HAVE TO LET SENEGAL SET UP AFTER THE SUB. SHITE GOALKEEPING AS EXPECTED,negative
NEVER EVEN GOT INTO THE BOX.,neutral
NOW OVER A MINUTE SINCE THAT FOUL. HOW MANY ADDED 3 SHOULD BE ABOUT 6 FOR ME,positive
HOW SHITE HAVE AFRICAN TEAMS BEEN THIS YEAR. CONCACAF WOEFUL AS WELL 48 TEAMS IS GOING TO BE FUN,positive
DONT FORGET THE PEAS COUNT AS PROTEIN 25G OF PEAS  1G OF PROTEIN. HOPE ITS GOING WELL,neutral
THANKS TO ALL OF YOU FOR DOING THE   HOPE ITS MADE AN I,positive
THANKS FOR YOUR MESSAGE  JAMIE WILL BE THRILLED WHEN SHE SEES IT.,positive
BOTH EVENING KICK OFFS,neutral
THANKS.,positive
HAPPY   ITS HARD BUT WE DO IT  HATE TO BE THAT PERSON THAT SAYS NEVER GIVE UP BUT NEVE,negative
JEFF AND I HAD FUN STORMING THE CASTLE.  HEVER CASTLE AMP GARDENS,positive
ENGLAND CRAP CRAP CRAP,negative
SEEM TO REMEMBER THEM BEATING TRINIDAD AMP TOBAGO IN 2006 ON ITV. BUT THE RECORD ON ITV ISNT GREAT.,positive
. LOVELY TO HEAR YOU NARRATE THE STORY OF THE GREAT EXHIBITION INFANT HERCULES REHEARSE NEXT DOOR TO,positive
HEARING  ON  ADVERT MAKES ME GRIN LOVED IT,positive
WE WERE LOOKIN GOOD TODAY TEAM THANKS  WELL COMPOSED PHOTO TOO,positive
AN ONLINE GAME OF FIFA PLAYED ON BIG SCREENS. EACH TEAM PUTS FORWARD THEIR BEST FIFA PLAYER. 4 MIN,positive
SOUTHGATE TEAM CHANGES MAKE PERFECT SENSE. WORLD CUP IS SURLY ABOUT USING YOUR RESOURCES. SHOWS FAITH IN WHOLE SQUAD.,positive
IF YOUR REPORTERSPHOTOGRAPHERS HAVE NOTHING BETTER TO DO THAN STALK A WOMAN TO GET A STORY THEY NEED SACKING,positive
THERES NO BETTER CITY IN THE UK THAN LIVERPOOL YANO ESPECIALLY WHEN THE SUN IS OUT,negative
THEY HAD FIRST KICK OFF COULD HAVE EASILY GOT 45 OGGIES IN,positive
OVER 2 MILLIONS LOST FOR POLICE TRAINING. JUST BEGGARS BELIEF.,neutral
ARE YOU KIDDING MOTD S,neutral
HOPE ALL THE EMERGENCY PEOPLE STAY SAFE,positive
AND GREAT LAST TRAIN FOR A WHOLE HOUR IS 8 COACHES AND IS SLOW TO BEDFORD DESPITE THERE BEING 2 KENTISH T,positive
DONT FORGET MY MUM AND HER OLD  XK120 RALLY CAR,positive
GLAD YOU REMEMBERED TO PACK YOUR SPARE BOXERS RAY,positive
2 FOR ALL 5 PPS,neutral
I FEEL SORRY FOR SENEGAL. LIKED THAT TEAM. WOULD BE COOL TO HAVE AN AFRICAN TEAM IN THE LAST 16.,positive
JUST WHEN I GET REALLY EXCITED FOR THE  GAME ON COMES GLENN FUCKING HODDLE WHY DO  INSIST ON,negative
FIRST FULLBAG CUSTOM FITTING IN THE BOOKS. WHOS BOOKED THEIR,positive
M4 DRIVER  D TYPEM4 3HL FAIRWAYM4 5HL FAIRWAYM4 IRONS 4PW  AW  SWTP,neutral
NICE HAT,positive
TOTALLY AGREE,neutral
YEAH BUT WHO IS PICKING TEAM AND SUPPORTING ALL THE PLAYERS  NOT NOBHEADS ON THE TELLY,positive
YOUVE GOTTA BE A BAD BAD GRASS TO ORDER A DARK FRUITS WHILE ENGLAND ARE PLAYING IN THE WORLD CUP,negative
YOU WONT FIND OUT BY ASKING HIM.,neutral
WEVE HEARD THIS CRAP SOMEWHERE CLOSER TO HOME HAVENT WE WHERES MR MCCLUSKEY,negative
FAR LEFTIST CUTE.,positive
YOU KNOW WHO ELSE MADE LISTS...,neutral
JUST POSTED A PHOTO  CHESTER CATHEDRAL,neutral
JUST POSTED A PHOTO  CHESTER CATHEDRAL,neutral
KEOWN IS A WANKER,neutral
SCROLLING THROUGH FACEBOOK AND THEN THERES  IN A GIN ADVERT.,neutral
THEY SPENT MONEY ON PROMOTION ENCOURAGEMENT AND SIGNAGE WITHOUT BUILDING SAFE INFRASTRUCTURE TO EN,positive
ASIAS WEIRDLY QUIET JUST NOW. IS SOMETHING ON,neutral
ASDA,neutral
IF EVER THERE WAS A TIME FOR TEACHERS TO PUSH BACK ON POINTLESS PAPERWORK AND WORKLOAD...,negative
BREAK TIME THAT WAS BONKERS BUSY HALF  BUT GOT A TURN   HOPEFULLY ONCE FOOTBALLS ON WILL BE QUIET FINGERS CROSSED,negative
SO TUNISIA PANAMA BELGIUM RES THAN JAPAN.. TOUGH OLD TOURNAMENT,negative
BEAT  COLOMBIA AND SOUTHGATE  A GENIUS NOT A PALACE BOY TO HIS VERY CORE.. TO ME HES ALWAYS PALACE,positive
WELL CISSE COMMITTED THE CARDINAL TACTICAL SIN OF PLAYING FOR A DRAW SO SENEGAL DESERVED TO GO OUT THEREFORE IMO.,neutral
TOO MANY ENGLAND PLAYERS CONTRIBUTING NOTHING OF ANY CONSEQUENCE ON OR OFF THE BALL  DIER AMP DELPH ESPECIALLY.,positive
