@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
WE OUT HERE,neutral
SAYS U 0,neutral
ENGLANDS TEAM WHAT DO YOU THINK,neutral
ARTICLE BT IS SWITCHING OFF PSTN AND ISDN IN 2025 IS NOW THE TIME TO SWITCH TO THE CLOUD  VIA,neutral
WHICH OF THESE   CAN YOU RECOGNISE IN  OR EVEN YOUR   HAVE WE MISSED ANY,neutral
OOH THATS A GREAT IDEA KEEP COOL WITH YOUR ICED TEA WHILST YOU ENJOY YOUR CREAM TEA TOMORROW,positive
BRILLIANT GOAL FROM,positive
GREAT WORK NEIL,positive
THE THEME TUNE TO MY DRIVE HOME,neutral
THOSE ARE STRAIGHT UP SHORTS,positive
I ALWAYS GET NAKAMURAD,neutral
IS THIS FOOTBALL COMING HOME,neutral
BLOODY HELL  IVE BEEN FOLLOWING THE WRONG GUY.,negative
THERE IS NOTHING WRONG WITH THE BL,negative
DUE TO BOARDWALK CONSTRUCTION ON OUR EAST SIDE FROM GLYNS WALK TO KNIGHTSBANK HIDE THERELL BE PARTIAL CLOSURE 2.07.18  6.07.18. APOLOGIES,negative
I SHOULDNT LAUGH BUT I REALLY AM,positive
GOING TO MISS THE WEE BLADE WHEN WE GO OFF TO ST LUCIA FOR MY BROTHERS WEDDING. LOOKING FORWARD TO BEING HIS BEST M,positive
THE LAST TIME I DID FUNDRAISING LIKE THIS IT WAS A SWIMATHON I DID BACKSTROKE WITH A DUCK TIED TO MY CHEST.THERE,neutral
DUP PREFER THE SEMI COLONIAL STATUS THEY ENJOY WITH THE BREXIT TORY GOVERNMENT.IN IRELAN,positive
BTW LOVE THE DECORATING THE LITTLE BITS DEAN HAS SENT COME ON SHARE IN CASE YOURE NOT IN THE WEEKEND BABE,positive
FUCK OFF HA HA HA HA XX AND THANK YOU  XX,negative
ALLEGATIONS OF RUSSIAN BRIBERY AMP SEX SCANDAL AT THE HEART OF  AMERICAN PR,neutral
AT THE SHEPHERDS BUSH EMPIRE FOR THE DIRE STRAITS EXPERIENCE.,neutral
SEE YOU THERE MATE. ILL BE ABOUT TWO HOURS BEHIND YOU...,negative
WE BROUGHT THIS UP AND DEBATED IT AT FULL COUNCIL INNES AGREED TO,positive
LIKE THEY CAN STOP IT BE INTERESTING IF THEY CAN APPLY FOR LICENSES,positive
AMAZED YOU ARE ONLY JUST PICKING IT UP. THE WEBSITE IS WRONG SIG,negative
MY ADVICE WOULD BE TO APPEAL IT. RICHARD CAN GIVE YOU AS MUCH DET,positive
WELL IF THEY LISTEN TO YOU AND ADMIT ANY ERRORS AND THEN FIX IT I,neutral
WELL DONE OMEZZINE,neutral
DONT GET THIS PICKFORD WENT WITH HIS WRONG HAND IF DIVING TO YOUR RIGHT LEFT HAND FOR HIGH SHOTS RIGHT HAND FOR,positive
I DO ENJOY A GOOD HEN PARTY,positive
HULK I THINK YOUR THE BETTER ONE......LIAM,positive
IM GUTTED THAT WE DONT FILL THIS FIELD IN AT THE GALLERIES  I BET THERES SOME REALLY I,positive
JUST BECAUSE I LOVE MY HAIR COLOURS,positive
NICE CALM AND RELAXING PROGRAM FOR THOSE OF US WITH HEART PROBLEMS,positive
THATS MADE MY MIND UP WATCH FOOTBALL WITH SOUND OFF,positive
HAAAAA THIS BERGER 2 AJAH MATTER IS NOW SUBJECT TO VAR  ITS A FARCE,negative
HOW MANY DERBIES DID HE REF AT WHICH PLAYERS  WERE ALWAYS GETTING BOOKED  DC SPRINGS TO MIND,positive
GREAT ADVICE,positive
SORRY I MISSED YOU  I WENT TO PLAY BADMINTON AND GOT ENGROSSED. OOPS,negative
YEAH WELL DONE  ....,neutral
MEET SKYE MY NEW CLIENT. IVE HELPED WITH THE SOURCING AND BUYING THIS BEAUTIFUL GIRL SO WE ARE LOOKING FORWARD TO,positive
A GREAT DAY TO WALK THE STREETS OF LONDON,positive
SEE OUR LATEST   AND CLICK TO APPLY O2 GURU 37.5HRS CAMBRIDGE  LION YARD,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY LABORATORY SUPERVISOR,positive
WANT TO WORK AT MASTERCARD WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
JOIN THE GENERAL ELECTRIC TEAM SEE OUR LATEST  OPENING HERE    ENGLAND,positive
WANT TO WORK AT MASTERCARD WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN ENGLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
WANT TO WORK AT BOOZ ALLEN WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
THIS  MIGHT BE A GREAT FIT FOR YOU SALES SPECIALIST  LABORATORY EQUIPMENT AND CONSUMABLES LPD,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE FIELD SERVICE ENGINEER,positive
INTERESTED IN A  IN ENGLAND THIS COULD BE A GREAT FIT,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN,neutral
WANT TO WORK AT 24 SEVEN WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
IF YOURE LOOKING FOR WORK IN ENGLAND CHECK OUT THIS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  UK REPORTING AMP COMPLIANCE CONTROLLER OFE,neutral
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY NPWT CLINICAL ADVISOR,positive
CAN YOU RECOMMEND ANYONE FOR THIS  HR MANAGER     ENGLAND,neutral
JOIN THE THERMO FISHER SCIENTIFIC TEAM SEE OUR LATEST  OPENING HERE    ENGLAND,positive
IF YOURE LOOKING FOR WORK IN  CHECK OUT THIS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  SENIOR INFORMATION SECURITY RESEARCH CONSULTANT  SECUREWORKS  UK REMOTE,negative
CAN YOU RECOMMEND ANYONE FOR THIS  SENIOR ENGINEER,neutral
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY LEAN SIX SIGMA BLACK BELT,positive
WERE  CLICK TO APPLY MATERIALS SUPPLY MANAGER    ENGLAND,neutral
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY CONTRACTS MANAGER,positive
JOIN THE IQVIA TEAM SEE OUR LATEST  OPENING HERE,positive
SEE OUR LATEST   AND CLICK TO APPLY ACCOUNT EXECUTIVE 5 ENTERPRISE  MEG,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE NURSE ADVISOR AMP NURSE SPECIALIST ROLES,positive
WANT TO WORK AT IQVIA WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
WANT TO WORK IN  VIEW OUR LATEST OPENING,positive
INTERESTED IN A  IN  THIS COULD BE A GREAT FIT,positive
INTERESTED IN A  IN  THIS COULD BE A GREAT FIT,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
IF YOURE LOOKING FOR WORK IN  CHECK OUT THIS,neutral
LOOKING FOR A UNIQUE WORK ENVIRONMENT ROLLING FOOTHILLS AND POSTCARDWORTHY VIEWS OF SUN AND SURF SURROUND OUR IDY,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN,neutral
WERE  READ ABOUT OUR LATEST  OPENING HERE EXPERIENCED MEDICAL WRITER  BASED UK  EUROPE,positive
JOIN THE THERMO FISHER SCIENTIFIC TEAM SEE OUR LATEST  OPENING HERE,positive
WANT TO WORK AT IQVIA WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
SEE OUR LATEST   AND CLICK TO APPLY WINTEL SYSTEM ADMINISTRATOR,positive
IF YOURE LOOKING FOR WORK IN  ENGLAND CHECK OUT THIS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN,neutral
IF YOURE LOOKING FOR WORK IN  CHECK OUT THIS,neutral
WERE  READ ABOUT OUR LATEST  OPENING HERE TEAM ADMINISTRATOR INTERNATIONAL CORPORATES GLOBAL BANKIN,positive
WANT TO WORK IN  VIEW OUR LATEST OPENING,positive
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY MEDICAL DIRECTOR NORTHERN EUROPE,positive
IF YOURE LOOKING FOR WORK IN  ENGLAND CHECK OUT THIS,neutral
WANT TO WORK AT STANDARD CHARTERED BANK WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
JOIN THE THERMO FISHER SCIENTIFIC TEAM SEE OUR LATEST  OPENING HERE,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
TAKE THE PLUNGE GET ON YOUR FEET AND BE FOREVER STOKED. LOOKING FOR A NEW OPPORTUNITY JOIN OUR TEAM AS A CHEF DE,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY SENIOR DATA ANALYST RWAS TECHNOLOGY,positive
JOIN THE NEXMO TEAM SEE OUR LATEST  OPENING HERE    ENGLAND,positive
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE INFRASTRUCTURE ENGINEER CODE UK,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
THIS  MIGHT BE A GREAT FIT FOR YOU KENTISH TOWN  PART TIME WAREHOUSE OPERATIVE EVENINGS UK,positive
CAN YOU RECOMMEND ANYONE FOR THIS  SENIOR MANAGER  INSURABLE RISKS,neutral
JOIN THE UPS TEAM SEE OUR LATEST  OPENING HERE   ENGLAND,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY GRANT PAYMENT SPECIALIST,positive
THIS  MIGHT BE A GREAT FIT FOR YOU REAL WORLD EVIDENCE SOLUTIONS CRA,positive
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE MERCHANDISING AMP BUYING EUROPEAN GRADUATE PROGRAMME  GERMAN,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY REGIONAL HEAD OF WORKPLACE AND PROPERTY MANAGER,positive
JOIN THE DELL TEAM SEE OUR LATEST  OPENING HERE     ENGLAND,positive
WERE  CLICK TO APPLY SALES ASSOCIATE  LEGO STORE LEICESTER,neutral
INTERESTED IN A  IN  THIS COULD BE A GREAT FIT,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
INTERESTED IN A  IN ENGLAND THIS COULD BE A GREAT FIT,positive
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
INTERESTED IN A  IN  THIS COULD BE A GREAT FIT,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
CAN YOU RECOMMEND ANYONE FOR THIS  OFFICE ADMINISTRATOR     ENGLAND,neutral
SEE OUR LATEST ENGLAND  AND CLICK TO APPLY SHIFT SUPERVISOR  STORE 12409 MEADOWHALL KIOSK,positive
WANT TO WORK IN ENGLAND VIEW OUR LATEST OPENING,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE DIRECTORSENIOR DIRECTOR HUMAN RESOURCES LOCATION FLEXIBL,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY JAVA LEAD DEVELOPERS  IRELAND,positive
WANT TO WORK AT IQVIA WERE  IN  CLICK FOR DETAILS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  PART TIME WAREHOUSE OPERATIVE EARLY MORNING UK,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN,neutral
WERE  CLICK TO APPLY AUTOMATION ENGINEER     ENGLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN ENGLAND,neutral
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY MEDICAL SALES REPRESENTATIVE,positive
IF YOURE LOOKING FOR WORK IN  CHECK OUT THIS,neutral
WANT TO WORK AT MOBILE MINI WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
WANT TO WORK AT THERMO FISHER SCIENTIFIC WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
WANT TO WORK AT UPS WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
WERE  READ ABOUT OUR LATEST  OPENING HERE ACCOUNTS ASSISTANT FIXED TERM,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE TEADIA ACCOUNT MANAGER,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE ACCOUNTS RECEIVABLES SPECIALIST,positive
THIS  MIGHT BE A GREAT FIT FOR YOU EAST MIDLANDS AIRPORT EMA PART TIME DATA ENTRY CLERK,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN ENGLAND,neutral
NOW  CHOCOLATE LOVERS IN,neutral
WANT TO WORK IN  VIEW OUR LATEST OPENING,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE YARD OPERATIVE     BIR,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE SENIOR COUNSEL PATENTS,positive
THIS  MIGHT BE A GREAT FIT FOR YOU EQUIPMENT TECHNICIAN     ENGLAND,positive
WANT TO WORK IN  VIEW OUR LATEST OPENING,positive
THIS  MIGHT BE A GREAT FIT FOR YOU MEDICAL SALES REPRESENTATIVE,positive
IF YOURE LOOKING FOR WORK IN ENGLAND CHECK OUT THIS,neutral
JOIN THE GENERAL ELECTRIC TEAM SEE OUR LATEST  OPENING HERE,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE BODYSHOP AND PAINT SPRAYER VEHICLE TECHNICIANS MECHANICS TA,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY DELIVERY DRIVER  TAMWORTH. C1 LICENCE,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
SEE OUR LATEST  WALES  AND CLICK TO APPLY SHIFT SUPERVISOR  STORE 29219 CULVERHOUSE CROSS,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE SENIOR QUALITY ENGINEER,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY DATABASE ENGINEER,positive
WERE  CLICK TO APPLY JAVA LEAD DEVELOPERS  IRELAND    ENGLAND,neutral
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY LEAD PROJECT QUALITY ENGINEER,positive
WANT TO WORK IN  WALES VIEW OUR LATEST OPENING,positive
WANT TO WORK IN  SOM VIEW OUR LATEST OPENING,positive
WANT TO WORK IN  WALES VIEW OUR LATEST OPENING,positive
THIS  MIGHT BE A GREAT FIT FOR YOU LEAD SOURCING SPECIALIST,positive
JOIN THE IQVIA TEAM SEE OUR LATEST  OPENING HERE    WALES,positive
SEE OUR LATEST   AND CLICK TO APPLY SUPERVISOR 12 MONTH FTC,positive
THIS  MIGHT BE A GREAT FIT FOR YOU COMMERCIAL LEADER GLOBAL FABRICATION AMP DISTRIBUTION SYSTEMS GFAMPDS,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
CAN YOU RECOMMEND ANYONE FOR THIS  PROJECT MANAGER     ENGLAND,neutral
IF YOURE LOOKING FOR WORK IN  ENGLAND CHECK OUT THIS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  EDINBURGH PART TIME WAREHOUSEOFFICE CLERK 1630  2000MONFRI,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  SHIFT SUPERVISOR  STORE 12857 EDINBURGH  QUARTERM,neutral
IF YOURE LOOKING FOR WORK IN  SCOTLAND CHECK OUT THIS,neutral
INTERESTED IN A  IN  SCOTLAND THIS COULD BE A GREAT FIT,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  SCOTLAND,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  IN SCOTLAND,neutral
WERE  READ ABOUT OUR LATEST  OPENING HERE BUSINESS DEVELOPMENT COORDINATORSCOTCH WHISKY,positive
CAN YOU RECOMMEND ANYONE FOR THIS  PRODUCTION OPERATIONS DIRECTOR  BENRIACH DISTILLERY,neutral
SEE OUR LATEST  TX  AND CLICK TO APPLY YARD OPERATIVE,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY MEDICAL SALES REPRESENTATIVE,positive
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY SUPERVISOR,positive
WERE  CLICK TO APPLY PAYROLL MANAGER,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  MAINTENANCE LEADER,neutral
WERE  READ ABOUT OUR LATEST  OPENING HERE REGULATORY AFFAIRS SPECIALIST,positive
WERE  READ ABOUT OUR LATEST  OPENING HERE CLINICAL ACCOUNT MANAGER  NORTHERN ENGLAND TERRITORY,positive
CAN YOU RECOMMEND ANYONE FOR THIS  IN  ENGLAND,neutral
WANT TO WORK AT UPS WERE  IN ENGLAND CLICK FOR DETAILS,neutral
INTERESTED IN A  IN  THIS COULD BE A GREAT FIT,positive
CAN YOU RECOMMEND ANYONE FOR THIS  SR. BUSINESS ANALYST    ENGLAND,neutral
SEE OUR LATEST  ENGLAND  AND CLICK TO APPLY MEDICAL SALES REPRESENTATIVE,positive
IF YOURE LOOKING FOR WORK IN  ENGLAND CHECK OUT THIS,neutral
WERE  CLICK TO APPLY SALES STYLIST    ENGLAND,neutral
JOIN THE EMERSON ELECTRIC CO TEAM SEE OUR LATEST  OPENING HERE    ENGLAND,positive
WERE  CLICK TO APPLY FIELD SERVICE ENGINEER      ENGLAND,neutral
WANT TO WORK IN  WKF VIEW OUR LATEST OPENING,positive
INTERESTED IN A  IN ENGLAND THIS COULD BE A GREAT FIT,positive
JOIN THE CONVATEC TEAM SEE OUR LATEST  OPENING HERE    WALES,positive
INTERESTED IN A  IN  WALES THIS COULD BE A GREAT FIT,positive
WERE  CLICK TO APPLY NORTH RODE CONGLETON PT WAREHOUSE OPERATIVE. EARLY MORNING. 0400AM0745AM. 18.75,positive
IF YOURE LOOKING FOR WORK IN  ENGLAND CHECK OUT THIS,neutral
WANT TO WORK IN  WALES VIEW OUR LATEST OPENING,positive
INTERESTED IN A  IN  ENGLAND THIS COULD BE A GREAT FIT,positive
WANT TO WORK IN  ENGLAND VIEW OUR LATEST OPENING,positive
THIS  MIGHT BE A GREAT FIT FOR YOU FT MULTIDROP DRIVER  NORTH RODE CHESHIRE  C1 LICENCE ONLY  MIN 40HRS,positive
WANT TO WORK AT IQVIA WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
CAN YOU RECOMMEND ANYONE FOR THIS  MEDICAL SALES REPRESENTATIVE,neutral
WANT TO WORK AT LEVI STRAUSS AMP CO. WERE  IN  ENGLAND CLICK FOR DETAILS,neutral
JUST ARRIVED  48952012 62 RENAULT CLIO 1.2 16V DYNAMIQUE24596 MILES 3 OWNERS FULL SERVICE HISTORY 2 S,positive
,neutral
THEY DO ALL THE TIME BUT WHY WOULD YOU TVS DONT FIX ON REFS AFTER DECISIONS,neutral
LAST TEAM  BEAT IN A WORLD CUP KNOCKOUT MATCH WAS SOUTH AMERICAN,neutral
I  LIAM PAYNE FAMILIAR,positive
THIS FEELS TRIPPY... IS IT MORNING OR NIGHT,neutral
HEY  WHY EMAIL SOMEONE AND TELL THEM ITLL BE 3545 MINS. THEN ITS BEEN OVER AN HOUR AND I CALL AND GET T,neutral
BBC WORLD CUP COVERAGE GT ITV WORLD CUP COVERAGE,neutral
GETTING READY TO RECEIVE THE INSPIRATIONAL AND DYNAMIC  NEXT WEEK. WE ARE  COLLABORATING WITH BITC A,positive
THIERRY HENRYS A,neutral
THIS HAYFEVER IS SO NUTS IM ABOUT TO HAVE A THIRD NOSTRIL BY THE END OF SUMMER FROM ALL THIS SNEEZING,neutral
IT SHOULD BE ILLEGAL TO WORK IN THIS HEAT IN AN OFFICE WITH NO AIRCON,negative
PETITION TO MAKE THREE LIONS  BADDIEL SKINNER AMP LIGHTNING SEEDS THE NATIONAL ANTHEM,neutral
DINNER IDEAI MENTIONED ON STORIES THAT I LOVE CHILDRENS COOKBOOKS UNLIKE HER LONG SLIM LEGS THIS HAS BEEN PA,positive
STOP IT,neutral
SPACE BALLS  ROYAL BOTANIC GARDENS KEW,neutral
MY NEW FAVOURITE  IN   FINDING THIS ONE REALLY TOUGH ON,negative
IM NOT SURE HOW A TEAM CAN LOSE MOMENTUM IF YOUVE NOT PLAYED ANY BARELY OF THE TEAM WHO HAVE THE MOMENTUM.,negative
WHEN YOURE STUCK BEHIND A BROKEN DOWN TRAIN ON GAME DAY,negative
WHEN YOURE STUCK BEHIND A BROKEN DOWN TRAIN ON GAME DAY,negative
WANTED HUNDREDS OF ENTREPRENEURS TO START BUSINESSES DELIVERING AMAZON PACKAGES,neutral
GREAT TO HAVE THE OPPORTUNITY TODAY TO SPEAK AT   TRANSPORT FORUM ON BEHALF OF,positive
LOFTUS CHEEK MISSES AGAIN AND AGAIN,neutral
DANNY WELBECK MISSES,neutral
TONIGHTS GAME COULD BE EITHER  THE WORST  BORE DRAW IN WORLD CUP HISTORY OR ONE OF ITS MOST NOTORIOUS GAMES IN THE,negative
MISSING HENDERSON KANE AND TRIPPIER AND A STEADY BACK THREE,negative
SOON,neutral
CHEEK WAS AVERAGE TONIGHT I WOULDNT OF CHANGED THE SIDE APART FROM PLAYERS ON YELLOWS ALL ABOUT MO,negative
WE DIDNT HAVE A MIDFIELD WITH DIER AND DELPH USELESS GET WHERE YOURE COMING FROM THOUGH MATE HE WAS BEST OUT OF THE 3,positive
QUADRUPLE WAGES COULD TURN ANY HEAD ITS A SHAME BUT THATS FOOTBALL TODAY.,neutral
NICE ONE I KNOW PEOPLE ARE SPLIT ON HIS JOKER PERFORMANCE BUT I REALLY LIKED IT I JUST THINK HE WAS A BIT SCREWED,positive
FEW MINS JIMBOS OR PUB  GIVE US A BELL,negative
PROBLEM SOLVED. ABSOLUTE GOBSHITE,positive
THATS EXACTLY WHAT HE DID... FFS,positive
EVERY    WITH TODO LATINO DANCE  LAST NIGHT WAS A BLAST WITH AMAZING TUNES F,positive
THESE ARE THE QUESTIONS THAT  COULD ANSWER TO REASSURE THE 48 I CAN ONLY,neutral
SO ITS A LEAP OF FAITH. WHILE LEAVING A FREE TRADE BLOC OF YOUR CL,positive
NO WE HATE QUITLINGS CRYING YOU LOST GET OVER IT AS THEY CHEERFULLY WRECK OUR COUNTR,negative
MAKE BREXIT WORK FOR YOU  WELL ITS NOT TOO LATE TO SHORTSELL STERLING,negative
IF THE ENGLISH REALLY FEEL THAT WAY THEN I WOULD START MAKING PLANS TO MOVEALREADY GOT MY,positive
. IS NOT A REAL MAN. HE HAS BECOME A BITTER PARODY OF THE PERSON HE COULD HAVE BEEN.,negative
WHERE DO READ THESE PEARLS OF WISDOM,neutral
I THOUGHT I BLOCKED YOU YOU LITTLE PIECE OF SHIT,negative
MARK LAWRO YER DA IS FEWMIN AT THIS JAPAN GAME,negative
LITERALLY DONT SEE ANY ISSUE WITH JAPAN DOING WHAT THEY DID,neutral
SURE THEY DID THEY LEFT CRACK AND A PHONE AND PEOPLE KNEW WHO THEY WHERE HAHA SMASHING.,positive
SUCH AN RASY THING TO SAY WHEN IT IS NEVER GONNA HAPPEN WE CAN ALL DO THAT MATE IF I GOT MARRIED TO RITA ORA I WOUL,positive
WAS IT PICKFORDS FAULT THAT RASHFORD MISSED THAT ABSOLUTE SITTER  BECAUSE IT SEEMS YOU ARE BLAMING HIM FOR EVERYTHING TONIGHT,positive
REALLY SO YOU KNOW HE SAID TO THEM LOSE THE GAME LADS HE TOLD RASHFORD TO MISS THAT SITTER THEN DID HE,negative
WHY DID YOU BLAME PICKFORD WHEN VARDY WAS INVISIBLE  RASHFORD MISSED AN ABSOLUTE SITTER TO MA,positive
GONE OUT BY THE FAIR PLAY RULES. WHAT A LOAD OF BOLLOCKS,positive
ALL THE VERY BEST OF LUCK OVER THERE,positive
WHAT A CHANCE THAT WAS,neutral
BRILLIANT,positive
THANK YOU. REFURBISHMENT NOT WITHOUT ITS CHALLENGES BUT KNOW IT WILL BE WELL WORTH IT,positive
AFTER SEEING  SPEAK TODAY ABOUT INCREASING AFFORDABLE HOUSE BUILDING LOOKING FORWARD TO MEETING,neutral
CHECK OUT THE OUR LATEST BLOG POST ON  BY  LINK IN BIO...,positive
E NO YOU WANT TO WIN THIS MOREB NO YOU WANT TO WIN THIS MOREE NO YOU WANT TO WIN THIS MOREB NO YOU WANT TO W,positive
THE ENGLAND BAND ARE THOSE 4 MIDDLEAGED MEN WHO SIT AT THE BAR IN THE LOCAL PUB PLEADING FOR THE BARMAID TO TURN,neutral
YOU DONT KNOW THE HALF OF IT.,negative
EVERYONE LOVES JACKIE CHAN BUT I AM AFRAID ARNIE SMASHES THIS CONTEST.,negative
LOVE HOW PIERS MORGAN ABSOLUTELY MELTED WHEN DANNY DYER PULLED UP ON THE SET,positive
ACTUALLY LOVE THIS GUY,positive
HATE WHEN THAT HAPPENS.,negative
WE HAVE NOT CHANCE OF,neutral
IVE SEEN SO MANY VIDEOS OF THAT TANKER EXPLOSION AND THE ONE THING IVE NOTICED IS THAT THERE ARE NO EMERGENCY SERVICES IN THE VIDEOS,positive
WATCHING ENGLAND IS LIKE WATCHING A CRAB. SIDEWAYS SIDEWAYS SIDEWAYS. SHOULD HAVE STARTED A STRONGER TEAM IF THEY W,neutral
THAT DOG LOOKS SO HAPPY,positive
HAS  BEEN HITTING THE WEIGHTS,neutral
FORGET THE BIG DEBATE ABOUT FINISHING 1ST OR 2ND. TO MANY CHANGES THERE GRANTED PLAYERS NEED GAME TIME BUT JESUS CHRIST,positive
LETS HOPE THE BELGIANS COME SECOND NOW AND COLUMBIA KNOCK THEM OUT. WANKERS,neutral
BIRMINGHAMS A SHIT HOLE,negative
STEPPED IT UP A NOTCH OR TWO IN THE KITCHEN THIS EVENING  ..STUFFED BELL PEPPERS WITH BEEF MINCE YOGHURT AMP C,neutral
KANE HENDO LINGARD YOUNG AND TRIPPIER... PLEASE COME BACK I MISS YOU X,positive
JUST HEARD SOMEONE SAY WHY ARE THEY JIST LURKING ASKING FOR TROUBLE ABOUT THE POLICE. LOOOOOOOL,negative
1ST INTERNATIONAL CONFERENCE       DOING IT BY THE BOOK               UNIVERSITY OF WARWICK,neutral
SAID IT LAST NIGHT BUT FULL CREDIT TO ALL THESE FIREFIGHTERS GOING TO DIFF MOOR FIRES EVEN MORE SO IN THIS WEATHER,positive
WHO EVER  HAVE TO PLAY SO BE IT BRING IT ON SURE THE ENGLAND LADS WILL BE UP FOR IT THERE A YOUNG SQUAD ANYWAY,positive
GOT MYSELF A CIDER FOR THE ENGLAND MATCH WHY NOT   COME ON ENGLAND,neutral
WHAT AN IDIOT,negative
FUNNY HOW NOW EVERYONE WANTS ENG  TO WIN COZ WE MIGHT PLAY JAPAN FEW HOURS AGO THEY WANTED THEM TO LOSE  ALWAYS WA,positive
FOOTBALL AMP CIDER TIME COME ON ENGLAND LETS DO THIS,neutral
NEEDS TO BE BETTER IN THIS 2ND HALF ITS LIKE A PRE SEASON FRIENDLY THIS BUT THE JOB WAS DONE IN THE 1ST GAME,positive
